업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),공동수급,투찰
공사,20190306668-02,변경,동두천시민회관 리모델링 공사(전기),경기도 동두천시 시설사업소,경기도 동두천시 시설사업소,제한경쟁,2019/03/06 17:19(2019/03/13 14:00),,마감
공사,20190305472-00,일반,신천공원 자연마당조성 전기공사,울산광역시,울산광역시,지역제한,2019/03/06 17:19(2019/03/14 10:00),,마감
용역,20190306704-00,일반,한국영상대학교 행복기숙사 전기, 통신감리용역,한국영상대학교,한국영상대학교,일반경쟁,2019/03/06 17:18(-),,
공사,20190306702-00,긴급,울산과학대학교 동부캠퍼스 청운체육관 전기식 온수가열장치 교체공사,울산과학대학,울산과학대학,일반경쟁,2019/03/06 17:17(-),,
공사,20190306628-00,일반,아임지구 수리시설개보수사업 전기공사,한국농어촌공사 충북지역본부 옥천.영동지사,한국농어촌공사 충북지역본부 옥천.영동지사,제한경쟁,2019/03/06 17:14(2019/03/14 10:00),,마감
공사,20190306657-00,일반,고덕교 확장 및 고덕 보도교 설치 전기공사,서울특별시,서울특별시 도시기반시설본부,지역제한,2019/03/06 17:06(2019/03/14 12:00),,마감
용역,20190306635-00,일반,양배수장 전기안전관리 대행 용역,경상남도 창녕군,경상남도 창녕군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 17:02(2019/03/12 12:00),,마감
공사,20190306566-00,일반,도화초 외 2교 내진보강 전기공사,전라남도교육청 전라남도고흥교육지원청,전라남도교육청 전라남도고흥교육지원청,지역제한,2019/03/06 16:55(2019/03/12 10:00),,마감
공사,20190306592-00,일반,우천지구 지표수보강개발사업 전기공사,한국농어촌공사 충북지역본부 옥천.영동지사,한국농어촌공사 충북지역본부 옥천.영동지사,제한경쟁,2019/03/06 16:51(2019/03/14 10:00),,마감
공사,20190301219-01,취소,대전은어송중 조명 교체 전기공사,대전광역시교육청 대전광역시동부교육지원청,대전광역시교육청 대전광역시동부교육지원청,지역제한,2019/03/06 16:50(2019/03/13 10:00),,
공사,20190306542-00,일반,오정지구 지표수보강개발사업 전기공사,한국농어촌공사 충북지역본부 옥천.영동지사,한국농어촌공사 충북지역본부 옥천.영동지사,제한경쟁,2019/03/06 16:43(2019/03/14 10:00),,마감
공사,20190306466-00,일반,방하목리 취약지역생활여건개조사업 전기공사,한국농어촌공사 충북지역본부 옥천.영동지사,한국농어촌공사 충북지역본부 옥천.영동지사,지역제한,2019/03/06 16:29(2019/03/14 10:00),,마감
물품,20190306447-00,일반,보호계전기 등 3종 구매,대구도시철도공사,대구도시철도공사,수의(총액)소액수의,2019/03/06 16:27(2019/03/12 12:00),,마감
공사,20190305884-00,일반,호서고등학교 급식실 증축 전기공사,충청남도교육청 호서고등학교,충청남도교육청 호서고등학교,제한경쟁,2019/03/06 16:16(2019/03/14 14:00),,마감
공사,20190306397-00,일반,자회사 직원대기실 근무환경 개선 전기공사,대구도시철도공사,대구도시철도공사,수의(소액),2019/03/06 16:16(2019/03/12 10:00),,마감
공사,20190306320-00,일반,흡착식냉동시스템 실증 대비 전기설비공사,한국지역난방공사,한국지역난방공사,제한경쟁,2019/03/06 15:51(2019/03/14 10:00),,마감
물품,9214908-00,변경,(재공고,총액)KTX경강 C형계전기 등 3점-강원본부,한국철도공사,한국철도공사,수의(총액),2019/03/06 15:39(2019/03/13 10:00),,한국철도공사 이동
용역,20190306227-00,일반,국도17호선 진천터널 등 11개소 전기 및 방재시설 보수공사 실시설계용역,국토교통부 대전지방국토관리청 보은국토관리사무소,국토교통부 대전지방국토관리청 보은국토관리사무소,제한경쟁,2019/03/06 15:33(2019/03/13 10:00),마감,마감
물품,9214880-00,변경,재공고,2년단가)전기기관차용 대차장치 1점,한국철도공사,한국철도공사,일반(단가),2019/03/06 15:32(2019/03/13 10:00),,한국철도공사 이동
공사,20190304385-00,일반,광주지방기상청 청사 증축공사(전기),조달청 광주지방조달청,기상청 광주지방기상청,지역제한,2019/03/06 15:32(2019/03/29 10:00),마감,마감
물품,9214900-00,변경,재공고,2년단가)전기기관차용 기초제동장치 등 3점,한국철도공사,한국철도공사,일반(단가),2019/03/06 15:31(2019/03/13 10:00),,한국철도공사 이동
물품,9214951-00,일반,총액)KTX 동력실무선장치용 계전기 2점-수단,한국철도공사,한국철도공사,수의(총액),2019/03/06 15:27(2019/03/12 10:00),,한국철도공사 이동
물품,9214921-00,변경,재공고,2년단가)전기기관차용 기초제동장치 실린더순정품 1점,한국철도공사,한국철도공사,일반(단가),2019/03/06 15:23(2019/03/13 10:00),,한국철도공사 이동
용역,20190305615-01,취소,국도17호선 진천터널 등 11개소 전기 및 방재시설 보수공사 실시설계용역,국토교통부 대전지방국토관리청 보은국토관리사무소,국토교통부 대전지방국토관리청 보은국토관리사무소,제한경쟁,2019/03/06 15:18(2019/03/13 10:00),,
공사,20190304869-00,일반,2019년 합강공원 생활체육시설 정비사업 전기공사,세종특별자치시,세종특별자치시,지역제한,2019/03/06 15:11(2019/03/14 10:00),,마감
용역,20190304800-00,일반,서명초 노후전등교체 및 유치원 전기, 소방공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 15:09(2019/03/12 10:00),마감,마감
용역,20190304809-00,일반,금샘초 외 3교(여고초, 금정초, 장전초)유치원 및 기타 전기, 소방공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 15:07(2019/03/12 10:00),마감,마감
용역,20190304785-00,일반,연산초 외 2교(연서초,장서초)급식실현대화 및 기타 전기공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 15:03(2019/03/12 10:00),,마감
공사,E021900105-00,일반,평택1복합 가스터빈/발전기/부속설비 209품목 1,413대 해체 및 반출조건부 매각,한국서부발전주식회사,총무부,일반경쟁,2019/03/06 15:02(2019/04/18 14:00),,한국서부발전주식회사 이동
용역,20190304774-00,일반,내성초 외 3교(동명초, 구서초, 창신초)유치원 전기공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 15:01(2019/03/12 10:00),,마감
용역,20190304767-00,일반,안락중 외 2교(연천초, 거학초)화장실개량 및 기타 전기공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 14:57(2019/03/12 10:00),,마감
용역,20190304747-00,일반,서동초 외 2교(명동초, 장전중)노후전등교체  및 기타 전기공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 14:53(2019/03/12 10:00),,마감
용역,20190306070-00,재입찰,장천초 급식실 현대화 및 특별교실 증축 전기(전기소방)공사 설계용역,경기도교육청 경기도이천교육지원청,경기도교육청 경기도이천교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 14:50(2019/03/14 10:00),마감,마감
용역,20190304636-00,일반,안민초 외 3교(토현초, 연제고, 연미초)화장실개량 및 기타 전기공사 설계용역,부산광역시교육청 부산광역시동래교육지원청,부산광역시교육청 부산광역시동래교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 14:48(2019/03/12 10:00),,마감
공사,20190305940-00,일반,정동지구 창조적마을만들기사업 전기공사,한국농어촌공사 경남지역본부 의령지사,한국농어촌공사 경남지역본부 의령지사,수의(소액),2019/03/06 14:44(2019/03/13 10:00),,마감
공사,20190305099-02,취소,동두천시민회관 리모델링 공사(전기),경기도 동두천시 시설사업소,경기도 동두천시 시설사업소,제한경쟁,2019/03/06 14:23(2019/03/12 14:00),,
용역,20190305897-00,긴급,가칭)국제통상마이스터고(감포고) 교사증축 전기공사 감리용역,경상북도교육청 경상북도경주교육지원청,경상북도교육청 경상북도경주교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 14:11(2019/03/12 10:00),,마감
공사,20190214859-02,취소,탐지견훈련센터 견사동 증축공사(전기),조달청 인천지방조달청,관세청 관세국경관리연수원,지역제한,2019/03/06 14:10(2019/03/19 10:00),,
용역,20190237265-05,변경,나주 에너지밸리 전기설비시험연구원 신축공사 감독권한 대행 등 건설 사업관리용역,한국전기산업진흥회,한국전기산업진흥회,제한경쟁,2019/03/06 14:08(2019/03/08 14:10),,마감
공사,20190237377-00,일반,옹진군 선재 소규모공공하수도 건설사업 전기공사 발주,조달청 인천지방조달청,한국환경공단 수도권서부지역본부,지역제한,2019/03/06 14:06(2019/03/26 10:00),마감,마감
물품,20190300569-00,일반,소방용방재장치 제작 및 납품(충주호암 A-4BL 아파트 전기공사 2공구),조달청 충북지방조달청,한국토지주택공사 충북지역본부,제한(총액),2019/03/06 13:51(2019/03/14 10:00),,마감
공사,20190305799-00,일반,소막마을 주민공동체센터 신축 전기공사,부산광역시 남구,부산광역시 남구,수의(소액),2019/03/06 13:41(2019/03/12 10:00),,마감
공사,20190305786-00,긴급,남산 회현자락 한양도성 현장유적박물관 조성 전기공사,서울특별시,서울특별시,제한경쟁,2019/03/06 13:36(2019/03/12 14:00),,마감
용역,20190305116-00,일반,신진과학기술고등학교 급식실 및 학생식당 환경개선 전기 설계용역,서울특별시교육청 신진과학기술고등학교,서울특별시교육청 신진과학기술고등학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2019/03/06 13:05(2019/03/14 10:30),,마감
공사,20190305626-00,일반,장한평지점 이전에 따른 레이아웃 전기공사,중소기업은행,중소기업은행,지명경쟁,2019/03/06 11:58(2019/03/13 10:00),,마감
공사,20190305567-00,일반,원남 소규모공공하수처리시설 설치사업 전기공사 전자입찰 공고,충청북도 음성군 수도사업소,충청북도 음성군 수도사업소,제한경쟁,2019/03/06 11:44(2019/03/13 14:00),,마감
용역,20190302959-01,취소,국도17호선 진천터널 등 11개소 전기 및 방재시설 보수공사 실시설계용역,국토교통부 대전지방국토관리청 보은국토관리사무소,국토교통부 대전지방국토관리청 보은국토관리사무소,제한경쟁,2019/03/06 11:32(2019/03/13 10:00),,
물품,9214887-00,일반,2년단가)전기기관차용 기관사제어대 1점,한국철도공사,한국철도공사,수의(단가),2019/03/06 11:13(2019/03/13 10:00),,한국철도공사 이동
물품,9214885-00,일반,2년단가)전기기관차용 접촉기 등 2점,한국철도공사,한국철도공사,수의(단가),2019/03/06 11:09(2019/03/13 10:00),,한국철도공사 이동
공사,20190305465-00,일반,소이 소규모 공공하수처리시설 설치사업 전기공사 전자입찰 공고,충청북도 음성군 수도사업소,충청북도 음성군 수도사업소,제한경쟁,2019/03/06 11:08(2019/03/13 14:00),,마감
물품,9214886-00,일반,2년단가)전기기관차용 냉난방장치 1점,한국철도공사,한국철도공사,수의(단가),2019/03/06 11:08(2019/03/13 10:00),,한국철도공사 이동
공사,20190305473-00,일반,화랑마을 체험형 수영장 설치 전기공사,경상북도 경주시 화랑마을,경상북도 경주시 화랑마을,수의(소액),2019/03/06 11:07(2019/03/12 14:00),,마감
공사,20190305464-00,일반,풍각정수장배수지확장공사 전기및계측제어,경상북도 청도군,경상북도 청도군,수의(소액)-견적입찰(2인 이상 견적 제출),2019/03/06 10:58(2019/03/12 10:00),,마감
용역,E011901602-00,일반,보호계전기 동작분석 시스템 개발용역,한국전력공사,재무자재부,제한(총액),2019/03/06 10:57(2019/03/13 15:00),,한국전력공사 이동
공사,20190305418-00,일반,돌산 신기마을 하수도 시설공사(전기),전라남도 여수시 상하수도사업단 하수도과,전라남도 여수시 상하수도사업단 하수도과,수의(소액)-견적입찰(2인 이상 견적 제출),2019/03/06 10:46(2019/03/11 10:00),,마감
공사,20190305419-00,일반,고덕국제화배수지 비상연계관로 매설공사(3단계) 전기 및 계측제어 공사,경기도 평택시 상하수도사업소,경기도 평택시 상하수도사업소,지역제한,2019/03/06 10:46(2019/03/14 10:00),,마감
